clinical_trial	gender	ethnicity	brief_title	initial_data_release_version_number	program_name	latest_data_release_version	arm_name	lab_test_panel_count	assay_method_count	clinicaltrials_link	pubmed_id	age_range	planned_visit_total_count	arm_accession	minimum_age	has_lab_test	latest_data_release_date	gender_included	analyte_preferred_count	maximum_age	research_focus	contract_grant_external_id	latest_data_release_version_number	race	actual_enrollment	initial_data_release_date	brief_description	biosample_type	shared_subject_count	max_age	study_accession	contract_grant_name	study_pi	species	initial_data_release_version	condition_or_disease	has_assessment	assessment_panel_count	age_unit	assay_method	min_age	doi
N	Male;Female;Not Specified	Not Specified	Blood Immunotypes	51.2	NIH Program	DR51.2	Cancer patient;Healthy control		Flow Cytometry (8500)				1	ARM9133;ARM9134		N	2024-05-23		BDCA1 (850);BDCA3 (850);CCR3 (2550);CCR4 (850);CCR6 (850);CCRL1 (850);CD10 (850);CD107a (850);CD123 (2550);CD13 (7650);CD138 (850);CD14 (2550);CD15 (1700);CD152 (850);CD16 (2550);CD161 (1700);CD169 (850);CD19 (8500);CD206 (850);CD223 (1700);CD24 (850);CD27 (5100);CD278 (1700);CD3 (8500);CD38 (850);CD39 (2550);CD4 (3400);CD45RA (4250);CD45RO (3400);CD56 (2550);CD57 (2550);CD62L (2550);CD66b (850);CD7 (2550);CD8 (4250);CD84 (850);CD9 (850);CD95 (850);CXCR3 (1700);CXCR5 (1700);HLADR (2550);hTIGIT (850);IL2RA (1700);NKG2A (850);NKP44 (850);PD1 (2550);SIGLEC-3 (850)		Oncology	BostonGene_Internal	51.2	Not Specified	850	2024-05-23	Comprehensive peripheral blood immunoprofiling reveals five immunotypes with immunotherapy response characteristics in cancer patients	Leukocytes			SDY2583	Comprehensive peripheral blood immunoprofiling reveals five immunotypes with immunotherapy response characteristics in patients with cancer	Michael Goldberg: BostonGene;Daniiar Dyikanov: BostonGene	Homo sapiens	DR51.2	cancer;Solid Neoplasm	N		Not Specified	Flow Cytometry		10.21430/M3A0B9RD5T
N	Unknown		The peptide specificity of the endogenous T follicular helper cell repertoire generated after protein immunization	4.0	NIAID Centers of Excellence for Influenza Research and Surveillance (CEIRS)	DR52.1	BALB/c		ELISPOT (466);Flow Cytometry (100);Q-PCR (456)		23077537	0.17-0.17	7	ARM678	   2.00	N	2024-07-25	Unknown	Bcl6 (124);Ccr7 (25);CD278 (17);CD4 (100);CD44 (100);CD45RO (100);CD62L (1);CD69 (1);Cxcr5 (124);IFNG (220);Il17a (24);IL2 (220);IL21 (206);IL4 (112);PD1 (100);Tnfrsf4 (24)	   2.00	Immune Response	HHSN266200700008C	52.1		62	2013-09-30	T follicular helper (Tfh) cells potentiate high-affinity, class-switched antibody responses, the predominant correlate of protection from vaccines. Despite intense interest in understanding both the generation and effector functions of this lineage, little is known about the epitope specificity of Tfh cells generated during polyclonal responses. To date, studies of peptide-specific Tfh cells have relied on either the transfer of TcR transgenic cells or use of peptide:MHC class II tetramers and antibodies to stain TcR and follow limited peptide specificities. In order to comprehensively evaluate polyclonal responses generated from the natural endogenous TcR repertoire, we developed a sorting strategy to separate Tfh cells from non-Tfh cells and found that their epitope-specific responses could be tracked with cytokine-specific ELISPOT assays. The immunodominance hierarchies of Tfh and non-Tfh cells generated in response to immunization with several unrelated protein antigens were remarkably similar. Additionally, increasing the kinetic stability of peptide-MHC class II complexes enhanced the priming of both Tfh and conventional CD4 T cells. These findings may provide us with a strategy to rationally and selectively modulate epitope-specific Tfh responses. By understanding the parameters that control epitope-specific priming, vaccines may be tailored to enhance or focus Tfh responses to facilitate optimal B cell responses.	Lymph node;Spleen;Mouse Ear;T cell;Dendritic cell;Cervical lymph nodes;Inguinal lymph node		0.17	SDY139	New York Influenza Center of Excellence	Andrea Sant: University of Rochester Medical Center	Mus musculus	DR4		N		Months	Q-PCR;Flow Cytometry;ELISPOT	0.17	10.21430/M3OM5T92K5
N			Ad26.COV2.S and SARS-CoV-2 spike protein ferritin nanoparticle vaccine protect against SARS-CoV-2 Omicron BA.5 challenge in macaques	50.0	SeroNet	DR50	Group 1 macaques;Group 2 macaques;Sham controls;Group 3 macaques		Chemiluminescent Assay (0);ELISA (0);Flow Cytometry (0);PCR (0);Pseudovirus Neutralization Assay (0)		37023746	0.0-89.0	7	ARM8055;ARM8056;ARM8058;ARM8057	0	N	2023-12-15			89	Vaccine Response	U01CA260476	50.0			2023-12-15	To evaluate the homologous and heterologous regimens consisting of Ad26.COV2.S and SpFN vaccines against a high-dose, mismatched SARS-CoV-2 Omicron BA.5 challenge in macaques.			89.0	SDY2433	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Beth Israel Deaconess Medical Center - Harvard Medical School;Mehul Suthar: Emory University		DR50	COVID-19	N		Years	Pseudovirus Neutralization Assay;ELISA;Flow Cytometry;PCR;Chemiluminescent Assay	0.0	10.21430/M31JVFMED5
N			Humoral and cellular immune memory to four COVID-19 vaccines	51.0	SeroNet	DR51	Moderna Vaccine recipients;Pfizer/BioNTech Vaccine recipients;Janssen Vaccine recipients;Novavax Vaccine recipients		Cell Mediated Immunoassay (0);ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0)		35764089	18.0-74.0	14	ARM8692;ARM8693;ARM8691;ARM8690	18	N	2024-03-28			74	Vaccine Response	U01CA260541	51.0			2024-03-28	To examine SARS-CoV-2-spike-specific immune responses to Moderna mRNA-1273, Pfizer/BioNTech BNT162b2, Janssen Ad26.COV2.S, and Novavax NVX-CoV2373 over 6 months.			74.0	SDY2545	SARS-CoV-2 correlates of protection in a Latino-origin population	Daniela Weiskopf: La Jolla Institute of Immunology;Alba Grifoni: La Jolla Institute of Immunology		DR51	COVID-19	N		Years	ELISA;Flow Cytometry;Cell Mediated Immunoassay;Pseudovirus Neutralization Assay	18.0	10.21430/m3yhxnn6ia
N			A safe and highly efficacious measles virus-based vaccine expressing SARS-CoV-2 stabilized prefusion spike	47.0	SeroNet	DR49	Group 3 IFNAR-/- mice immunized with rMeV as controls;Group 2 Cotton rats inoculated with PBS, rMeV-S vaccine strain.;Group 1 IFNAR-/- -hCD46 transgenic mice immunized with rMeV;Group 7 Cotton rats inoculated with rMeV-RBD3  vaccine strain.;Group 2 IFNAR-/- -hCD46 transgenic mice immunized with rMeV-preS;Group 3 Cotton rats inoculated with  PBS, rMeV-preS vaccine strain.;Group 4 Cotton rats inoculated with PBS, rMeV-S1 vaccine strain.;SARS-CoV-2 positive individuals;Group 4 Golden Syrian hamsters received PBS;Group 3 IFNAR-/- -hCD46 transgenic mice immunized with rMeV-S1;Group 6 Cotton rats inoculated with PBS, rMeV-RBD2  vaccine strain.;Group 4 Normal control group;Group 1 Golden Syrian hamsters immunized with rMeV-preS;Group 3 Golden Syrian hamsters immunized with parental rMeV;Group 1 Cotton rats inoculated with PBS, rMeV vaccine strain.;Group 1 IFNAR-/- mice immunized with rMeV-preS;Group 2 Golden Syrian hamsters immunized with rMeV-S1;Group 5 Cotton rats inoculated with rMeV-RBD1 vaccine strain.;Group 2 IFNAR-/- mice immunized with rMeV-preS and booster		ELISA (0);ELISPOT (0);Flow Cytometry (0);Immunohistochemistry (0);Microscopy (0);PCR (0);Western Blot (0)		33688034	0.0-89.0	16	ARM7032;ARM7038;ARM7031;ARM7039;ARM7029;ARM7041;ARM7037;ARM7035;ARM7033;ARM7042;ARM7045;ARM7046;ARM7034;ARM7036;ARM7040;ARM7047;ARM7043;ARM7030;ARM7044	    .00	N	2023-08-25	Female, Other		  89.00	Vaccine Response	U54CA260582	49.0		19	2023-02-24	To develop a safe, efficacious, and durable SARS-CoV-2 vaccine, using a measles virus (rMeV) vaccine strain as the backbone			89.0	SDY2176	Center for Serological Testing to Improve Outcomes from Pandemic COVID-19 (STOP-COVID)	Shan-lu Liu: Ohio State University		DR47	COVID-19	N		Years	Western Blot;ELISPOT;Microscopy;ELISA;Flow Cytometry;PCR;Immunohistochemistry	0.0	10.21430/M39VJJKEMO
N	Male;Unknown	Not Hispanic or Latino;Hispanic or Latino;Not Specified	Flow cytometer data for investigation into an integrated microfluidic system for basophil isolation from whole blood	44.0	NIH Program	DR50.1	non-allergic person;food allergic		Flow Cytometry (75)		35438713	0.0-34.0	2	ARM6330;ARM6329	    .00	N	2024-01-25	Male, Unknown	CCR2 (55);CCR3 (6);CD123 (75);CD203c (12);CD45RO (61);CD63 (14);HLADR (14)	  34.00	Atopy/Allergy;No Research Focus Specified	R21AI149277	50.1	White;Other;Asian;Unknown	8	2022-06-22	Purity, recovery, and artificial activation from various system modalities and parameters	Leukocytes;Whole blood		34.0	SDY1944	An Integrated Micro-Basophil Activation Test for Rapid Food Allergy Diagnostics	Nicolas Castano: Stanford University;Sungu Kim: Stanford University;Adrian M. Martin: Stanford University;Stephen J. Galli: Stanford University;Kari C. Nadeau: Stanford University;Sindy K.Y. Tang: Stanford University	Homo sapiens	DR44	food allergy	N		Years	Flow Cytometry	0.0	10.21430/M3K94PIVEY
N			Majority of human circulating IgG plasmablasts stop blasting in a cell-free pro-survival culture	54.1	SeroNet	DR54.1	Healthy subjects;BM aspirates from subjects.;Human multiple myeloma (MM) cell line.;Femoral head samples from subjects.		ELISPOT (0);Flow Cytometry (0);Microscopy (0)		38350990	18.0-89.0	3	ARM10800;ARM10802;ARM10799;ARM10801	18	N	2025-01-30			89	Cell Biology	U54CA260563	54.1			2025-01-30	To evaluate cell division with simultaneous functional IgG secretion using a novel optofluidic technology.			89.0	SDY2925	Immune Regulation of COVID-19 Infection in Cancer and Autoimmunity	Ignacio Sanz: Emory University;Frances Eun-hyung Lee: Emory University;Matthew Woodruff: Emory University		DR54.1	COVID-19	N		Years	Flow Cytometry;ELISPOT;Microscopy	18.0	10.21430/M3K931Z9B7
N			Protection against SARS-CoV-2 Omicron BA.1 variant challenge in macaques by prime-boost vaccination with Ad26.COV2.S and SpFN	52.1	SeroNet	DR52.1	Cynomolgus macaques homologous immunization with SpFN;Cynomolgus macaques homologous immunization with Ad26.COV2.S;Cynomolgus macaques primed with Ad26.COV2.S and boosted with SpFN;Cynomolgus macaques sham vaccinated		Bio-layer Interferometry Assay (0);Cell Mediated Immunoassay (0);ELISA (0);Flow Cytometry (0);Fluorescent Antibody Procedure (0);Meso Scale Discovery ECL (0);PCR (0);Pseudovirus Neutralization Assay (0)		36417525	0.0-89.0	11	ARM9668;ARM9666;ARM9669;ARM9667	0	N	2024-07-25			89	Vaccine Response	U01CA260476	52.1			2024-07-25	To assess the immunogenicity and protective efficacy of two SARS-CoV-2 vaccines targeting the WA1/2020 spike protein, Ad26.COV2.S (Ad26) and Spike ferritin Nanoparticle (SpFN), in nonhuman primates in homologous and heterologous vaccine regimens.			89.0	SDY2724	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Beth Israel Deaconess Medical Center - Harvard Medical School;Mehul Suthar: Emory University;Michaela Saiacca: Beth Israel Deaconess Medical Center - Harvard Medical School;Xuan He: Beth Israel Deaconess Medical Center - Harvard Medical School		DR52.1	COVID-19	N		Years	Pseudovirus Neutralization Assay;Bio-layer Interferometry Assay;ELISA;Flow Cytometry;PCR;Fluorescent Antibody Procedure;Cell Mediated Immunoassay;Meso Scale Discovery ECL	0.0	10.21430/M388JO4T6O
N	Female		Determining the effect of different adjuvants and doses on the immune response	7.0	Modeling Immunity for Biodefense I	DR7	oCpG_10_bleed_group_A;LPS_10_bleed_group_A;LPS_10_bleed_group_B;oCpG_30_bleed_group_B;LPS_100_bleed_group_A;LPS_10_Sac;oCpG_10_Sac;control_bleed_group_B;oCpG_100_bleed_group_B;Alum_bleed_group_A;LPS_100_bleed_group_B;oCpG_30_bleed_group_A;LPS_30_bleed_group_B;Alum_Sac;Alum_bleed_group_B;oCpG_30_Sac;control_Sac;LPS_100_Sac;oCpG_100_bleed_group_A;oCpG_100_Sac;oCpG_10_bleed_group_B;LPS_30_Sac;LPS_30_bleed_group_A;control_bleed_group_A		ELISA (1788);Flow Cytometry (617)				18	ARM361;ARM362;ARM352;ARM359;ARM343;ARM346;ARM347;ARM366;ARM365;ARM351;ARM349;ARM360;ARM358;ARM350;ARM344;ARM364;ARM353;ARM348;ARM345;ARM354;ARM363;ARM356;ARM355;ARM357	8	N	2014-01-17	Female	CD4 (251);CD45RO (502);IgM (244)	10	Vaccine Response	HHSN266200500019C	7.0		96	2014-01-17	Inbred C57BL/6 female mice (8-10 weeks old) were immunized subcutaneously according to the 8 immunization groups. Serum samples were collected weekly from 2 staggered groups and analyzed for PA-specific (Total Ig, IgG1, IgG2a, and IgG3) and neutralizing antibody titers. Also, spleen, thymus, and brachial and inguinal lymph nodes will be harvested from 1 of each group at 4 time points for histology. 	Lymph node;Serum;Inguinal lymph node;Whole blood			SDY31	Multiscale Systems Immunology for Adjuvant Development	Thomas Kepler: Duke Human Vaccine Institute	Mus musculus	DR7		N		Weeks	ELISA;Flow Cytometry		10.21430/M37IXT07LU
N			B cell-specific XIST complex enforces X-inactivation and restrains atypical B cells	50.0	SeroNet	DR50.2	TRIM28 CRISPRi K562 cell line group;SPEN mutation group (SPEN_RRM2-4 absent group);XIST dependent group;AAVS1 group;SPEN_RRM2-4 group;XIST independent group (Ctrl group);TRIM28 group;GM12878 cell lines, sgXIST group;H3K27me3 (inhibitors group);Control CRISPRi B cell line group;TRIM28 absent group (Ctrl group)		CRISPR Screening (0);Flow Cytometry (0);Immunoprecipitation (0);MS_MS (0);RNA sequencing (0);Sequencing (0)		33735607	0.0-89.0	1	ARM8225;ARM8224;ARM8218;ARM8220;ARM8219;ARM8217;ARM8222;ARM8223;ARM8216;ARM8221;ARM8226	0	N	2024-02-29			89	Molecular Biology	U54CA260517	50.2			2023-12-15	To identify X-linked genes that require ongoing XIST-mediated silencing, characterize the required epigenomic mechanisms, and uncover XIST dysregulation in atypical B cells in multiple human disease states.			89.0	SDY2453	Mechanisms and Duration of Immunity to SARS-CoV-2	Ansuman Satpathy: Stanford University;Howard Chang: Stanford University		DR50	systemic lupus erythematosus;COVID-19	N		Years	RNA sequencing;CRISPR Screening;Sequencing;Flow Cytometry;Immunoprecipitation;MS_MS	0.0	10.21430/M3WU4T0N60
N			Neurologic sequelae of COVID-19 are determined by immunologic imprinting from previous coronaviruses	52.0	SeroNet	DR52.1	Participants with neuroPASC;Controls. no PASC.		Cell Mediated Immunoassay (0);ELISA (0);Flow Cytometry (0);Multiplex Bead Array Assay (0);PCR (0)		37161609	20.0-77.0	6	ARM9498;ARM9499	20	N	2024-07-25			77	Immune Response	U01CA260476	52.1			2024-06-27	To determine whether alterations in the humoral immune response to SARS-CoV-2 in the serum and cerebrospinal fluid (CSF) might be found in individuals with neuroPASC.			77.0	SDY2688	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Galit Alter: Ragon Institute of Mgh, Mit And Harvard		DR52	COVID-19;Post-Acute Sequelae of COVID-19	N		Years	Multiplex Bead Array Assay;ELISA;Flow Cytometry;PCR;Cell Mediated Immunoassay	20.0	10.21430/M3DJDSD6BI
N	Male;Female	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Systems immunology analysis of human tonsil organoids identifies host-specific correlates of protection to different influenza vaccines	54.1	NIH Program	DR54.1	Flucelvax_21-22;FluAD_21-22;Fluzone_19-20;NON_STIM;Fluarix_21-22;Flumist_21-22;WT_Acal;Flumist_19-20		Flow Cytometry (8523);Virus Neutralization (800)			2.0-52.0	6	ARM10918;ARM10920;ARM10917;ARM10916;ARM10915;ARM10913;ARM10914;ARM10919	   2.00	N	2025-01-30		BDCA1 (8523);BDCA3 (8523);CCR4 (8523);CCR6 (17046);CCR7 (8523);CD123 (8523);CD127 (8523);CD13 (8523);CD138 (8523);CD19 (25569);CD21 (8523);CD27 (17046);CD3 (34092);CD38 (17046);CD39 (8523);CD4 (17046);CD45RA (17046);CD45RO (8523);CD73 (8523);CD83 (8523);Cd8a (17046);CXCR3 (17046);CXCR4 (8523);CXCR5 (17046);HLADR (25569);IgD (25569);IL2RA (8523);PD1 (17046)	  52.00	Vaccine Response	R01AI173023	54.1	Other;Black or African American;White;Asian;American Indian or Alaska Native;Multiracial;Not Specified	800	2025-01-30	Due to the empirical nature of most vaccine development and design, few correlates of protection (beyond neutralizing antibodies) have been identified in humans following immunization. In particular, lymphoid tissues, which are the sites of the evolving response, have been understudied due to logistical and ethical issues. Thus, most prior work on vaccine correlates of protection have been unable to identify the mechanisms involved in potentiating vaccine responses. To address this gap, in this study we used an immune organoid model to identify novel correlates and predictors of the human influenza response.	Cell culture supernatant;Organoids		52.0	SDY2947	Investigating protective adaptive immune responses to influenza antigens using human tonsil organoids	Zachary Wagoner: UC Irvine;Timothy Yates: UC Irvine;Jenny Hernandez-Davies: UC Irvine;Suhas Sureshchandra: UC Irvine;Aarti Jain: UC Irvine;Rafael de Assis: UC Irvine;Jenna Kastenschmidt: UC Irvine;Andrew Sorn: UC Irvine;Mahina Mitul: UC Irvine;Erika Joloya: UC Irvine;Ian Tamburini: UC Irvine;Gurpreet Ahuja: CHOC;Qiu Zhong: CHOC;Douglas Trask: UC Irvine;Marcus Seldin: UC Irvine;David (Huw) Davies: UC Irvine;Lisa Wagar: UC Irvine	Homo sapiens	DR54.1	influenza	N		Years	Flow Cytometry;Virus Neutralization	2.0	10.21430/M3BJETI5YU
N			Continued evasion of neutralizing antibody response by Omicron XBB.1.16	53.0	SeroNet	DR53	Healthcare workers received 2 doses of monovalent vaccine and a bivalent mRNA vaccine;Healthcare workers received 3 doses of homologous mRNA vaccine;First responders and their household contacts infected with SARS-CoV-2		Flow Cytometry (0);Microscopy (0);Pseudovirus Neutralization Assay (0);Western Blot (0)		37777967	25.0-61.0	5	ARM10077;ARM10078;ARM10076	25	N	2024-09-26			61	Immune Response	U54CA260582	53.0			2024-09-26	To evaluate the evasion of neutralizing antibody response by Omicron XBB.1.16 in comparison with XBB.1.5 variant in vaccinated and convalescent sera.			61.0	SDY2800	Center for Serological Testing to Improve Outcomes from Pandemic COVID-19 (STOP-COVID)	Shan-lu Liu: The Ohio State University;Eugene Oltz: The Ohio State University Wexner Medical Center;Linda Saif: The Ohio State University;Ashish Panchal: The Ohio State University Wexner Medical Center;Daniel Jones: The Ohio State University Wexner Medical Center;Richard Gumina: The Ohio State University Wexner Medical Center		DR53	COVID-19	N		Years	Flow Cytometry;Microscopy;Pseudovirus Neutralization Assay;Western Blot	25.0	10.21430/M3T7L3EPTY
N	Male;Female	Not Hispanic or Latino	Systems Biology Approach to Study Influenza Vaccine 2011-12 in Healthy Children (see companion studies SDY364, SDY368, SDY387, SDY522)	12.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR52.1	TIV Vaccine	Blood Cell Count (387)	Flow Cytometry (486);Hemagglutination Inhibition (32);Transcription profiling by array (64);Virus Neutralization (96)		24495909	0.5-13.0	4	ARM683	    .50	Y	2024-07-25	Female, Male	B7-2 (310);BDCA1 (124);CCRL1 (124);CD11b (124);CD11c (124);CD138 (62);CD14 (186);CD16 (124);CD19 (62);CD2 (248);CD20 (62);CD24 (62);CD27 (62);CD3 (124);CD38 (62);CD4 (124);CD40 (124);CD45RA (124);CD45RO (434);CD8 (124);CXCR5 (124);HLADR (248);IgD (62);SLAN (124)	  13.00	Vaccine Response	AI089987	52.1	White;Other;Asian	17	2015-02-18	To characterize the cellular and transcriptional signatures of response to Flu vaccine in healthy children.	Other;DNA;Whole blood		13.0	SDY144	Systems Analysis Vaccine Responses in Healthy and Hyporesponsive Humans	Octavio Ramilo: Nationwide Children's Hospital	Homo sapiens	DR12	influenza	Y	Medical History (48);Vital Signs (436);Vaccination History (34)	Years	Hemagglutination Inhibition;Flow Cytometry;Virus Neutralization;Transcription profiling by array	0.5	10.21430/M3ANETOJEC
Y	Female;Male;Not Specified	Hispanic or Latino;Not Hispanic or Latino;Not Specified	ADVN Biomarker Registry: Neutrophil Substudy	1.0	Atopic Dermatitis & Vaccinia Network (ADVN)	DR52.1	AD+ EH+;Healthy controls;AD+ EH-		ELISA (64);Flow Cytometry (490)	http://clinicaltrials.gov/ct2/show/study/NCT00550316		2.0-85.0	2	ARM266;ARM268;ARM267	   2.00	N	2024-07-25	Female, Male, Not Specified	CD11a (10);CD11b (240);CD16 (490);IL17 (64)	  85.00	Atopy/Allergy	AI000029	52.1	White;Black or African American;Other;Not Specified	62	2012-11-16	To evaluate the chemotactic function of peripheral blood leukocytes such as neutrophils in subjects with ADEH+, ADEH-, and NA controls.	Other	SDY5 (5);SDY6 (62);SDY10 (8);SDY616 (9);SDY620 (4);SDY1657 (5);SDY8 (10);SDY619 (1);SDY13 (2);SDY15 (1);SDY3 (1)	85.0	SDY9	Atopic Dermatitis and Vaccinia Network (ADVN) Clinical Studies Consort-26629c	Donald Leung: National Jewish Health;Richard Gallo: University of California at San Diego;Lisa Beck: University of Rochester Medical Center	Homo sapiens	DR1	atopic dermatitis;eczema herpeticum	Y	Physical Exam (816);Medical History (732);Interim Skin Infection History (200);Interim Medical History (601);Family History (3672);EASI Score (839);Any medications taken? (61);Any Adverse Event? (61);Vaccination and Viral History (1232);Skin/Integument exam (260);Skin Infection History (244);Rajka-Langeland Score Assessment (168)	Years	ELISA;Flow Cytometry	2.0	10.21430/M3OP2QB064
